userId,movieId,rating
0,2176,2
0,9127,4
0,544,1
0,4705,1
0,3210,1
1,6138,2
1,347,4
1,2146,2
2,8765,4
2,6917,2
2,287,4
2,2980,2
2,8806,4
3,4697,2
3,1478,3
3,9001,4
3,7593,2
3,3552,2
4,49,2
4,1119,2
4,7832,1
4,8692,4
4,4075,4
4,400,3
5,5392,2
5,3073,1
5,3400,3
6,5868,3
6,7909,4
6,8549,1
6,1635,3
6,1994,3
6,8601,3
7,1939,3
7,2526,1
7,5420,2
7,4495,2
8,9345,1
8,7097,4
8,4542,3
8,996,3
9,356,1
9,5798,1
9,9303,1
9,7366,2
10,188,4
10,8649,4
10,6452,4
10,6771,2
10,432,3
10,937,1
11,444,4
11,739,2
11,5570,1
12,2051,2
12,3854,1
12,4405,3
13,1,3
13,6051,4
13,1181,3
13,491,1
13,8814,1
14,2223,3
14,2963,2
14,5447,4
15,8507,1
15,6417,1
15,4805,3
15,320,1
16,9336,4
16,9546,3
16,4904,1
16,5560,2
17,3094,2
17,8617,4
17,7043,3
17,4289,1
17,4035,1
17,5758,2
18,9016,2
18,7036,2
18,5721,2
18,5638,2
18,4605,1
19,4650,2
19,9320,1
19,1842,2
19,7548,4
20,3839,4
20,3963,1
20,6168,2
20,1960,3
20,3967,1
21,5261,2
21,323,1
21,4134,1
22,6919,4
22,1064,3
22,2933,4
22,4708,3
23,2518,2
23,5126,4
23,5004,2
23,5951,1
24,6236,4
24,7121,1
24,219,4
24,2427,4
25,6736,4
25,197,4
25,8371,3
25,3721,3
26,5375,4
26,7454,3
26,1559,4
26,6799,1
26,3247,1
27,3652,4
27,7288,4
27,1057,2
27,7460,1
28,626,2
28,4221,4
28,8855,4
28,3687,3
29,1265,4
29,3773,3
29,2870,4
29,996,4
30,8598,3
30,3751,2
30,398,1
31,305,2
31,7359,4
31,3541,2
32,5875,1
32,2743,3
32,3443,3
32,2934,1
32,2800,2
32,1771,2
33,1458,4
33,7040,2
33,8016,1
33,8782,2
34,6077,1
34,5520,3
34,7012,4
34,8847,2
34,4115,4
34,2872,4
35,1317,4
35,1256,3
35,9396,2
36,1543,3
36,7470,3
36,3728,4
36,4935,3
37,2921,3
37,2866,1
37,2885,4
37,5663,2
38,3111,4
38,9003,4
38,8329,2
39,9425,3
39,2758,4
39,4832,4
39,5516,2
39,918,4
40,601,3
40,1893,1
40,7378,1
40,1966,2
40,5895,1
40,243,3
41,6123,2
41,4238,2
41,5655,3
42,1495,4
42,1935,2
42,6118,4
42,7852,4
42,4500,3
43,4568,1
43,5255,4
43,3507,3
43,521,3
43,3867,4
43,6325,4
44,9129,3
44,7584,1
44,3248,3
45,2794,2
45,121,4
45,5237,2
45,3742,1
46,2524,4
46,6591,1
46,3166,2
47,667,3
47,4375,3
47,6162,4
47,7319,1
47,1193,3
48,3133,1
48,1089,2
48,4874,1
48,4094,3
48,7784,1
49,2027,2
49,5712,3
49,3598,2
49,9340,4
50,1976,1
50,2084,4
50,6847,1
50,1228,1
51,8135,3
51,2531,1
51,3244,2
51,7415,4
51,7230,3
52,718,4
52,1384,4
52,5695,4
52,5734,2
53,6650,2
53,2138,3
53,8324,1
53,7461,1
53,1494,1
53,2972,3
54,4768,1
54,7492,4
54,1682,2
54,2927,3
55,943,3
55,3487,4
55,3317,1
56,9025,2
56,3133,1
56,2470,3
56,1963,1
57,8237,4
57,604,1
57,4449,3
58,5134,3
58,977,1
58,5128,1
58,5293,4
59,7656,1
59,3862,1
59,8039,3
59,7638,2
59,1171,1
59,4273,3
60,7219,1
60,5912,4
60,1901,1
60,7381,1
61,621,3
61,6583,2
61,2112,2
61,730,4
61,7664,3
62,1355,4
62,6552,4
62,4950,4
62,5816,1
63,5961,1
63,5663,3
63,798,1
64,7955,4
64,7633,3
64,8220,2
64,5786,3
64,6722,2
64,4803,3
65,9490,4
65,3491,2
65,6321,3
65,9207,2
66,3324,2
66,6618,2
66,3142,2
66,1583,4
66,7074,1
67,1046,3
67,7406,1
67,3722,2
67,224,3
67,4634,3
67,4961,3
68,4956,1
68,6081,1
68,4457,1
68,4914,3
68,9209,3
68,487,4
69,9460,3
69,176,1
69,7571,3
69,8046,3
70,1387,3
70,166,3
70,4489,3
71,9474,2
71,7268,4
71,2997,4
71,4985,1
71,5936,3
71,8320,1
72,755,2
72,6653,2
72,1031,4
72,8038,3
72,8335,1
72,5021,1
73,1887,1
73,445,2
73,1913,3
73,8145,1
73,120,3
74,3902,2
74,5778,2
74,8064,2
74,723,2
74,5980,4
75,4252,3
75,2408,1
75,5943,3
75,1101,3
75,310,3
75,7097,2
76,276,4
76,1733,2
76,6772,4
76,4100,4
76,1558,4
76,2170,3
77,6467,2
77,9080,3
77,8998,2
77,6954,1
77,9460,2
78,745,3
78,8910,3
78,4589,2
79,4364,2
79,2047,3
79,3198,2
79,2761,4
79,8372,4
79,8257,4
80,7596,2
80,8592,2
80,4495,1
80,2442,1
80,6787,2
80,5505,3
81,6153,4
81,3025,1
81,5781,4
81,1149,2
81,9523,3
81,7191,4
82,5047,1
82,2628,4
82,2961,1
82,2139,1
82,6959,2
82,4449,2
83,8153,1
83,5758,3
83,4615,2
83,7137,3
83,8283,4
83,565,3
84,1040,3
84,6132,4
84,7356,4
85,6509,4
85,6585,2
85,8129,1
85,2790,3
85,3906,4
85,4439,1
86,9547,3
86,4309,3
86,456,1
86,933,3
87,3500,4
87,6901,3
87,2971,2
87,7638,1
87,7203,3
87,5141,1
88,2345,4
88,1631,2
88,2923,4
88,1929,3
88,8632,4
88,761,1
89,7668,4
89,1371,1
89,170,4
89,4665,2
90,5564,1
90,673,3
90,4522,2
90,5143,4
90,4787,1
91,4351,1
91,4152,3
91,1758,4
92,1385,4
92,5016,2
92,3848,3
92,5574,3
92,580,3
92,5367,1
93,8422,2
93,5578,3
93,7337,2
93,1740,4
93,7933,2
94,6955,4
94,6846,1
94,3051,3
94,732,3
94,1346,2
95,1225,1
95,84,1
95,3925,1
95,2979,4
95,2151,4
96,2925,4
96,1617,4
96,8791,4
96,1451,1
96,4873,4
97,2549,1
97,9331,3
97,440,4
97,9040,3
97,8388,4
97,7806,2
98,6164,1
98,7597,2
98,8704,1
98,9425,1
98,2683,3
